	SRR7093809	SRR7093811	SRR7093812	SRR7093813	SRR7093814	SRR7093815	SRR7093816	SRR7093819	SRR7093821	SRR7093822	SRR7093824	SRR7093826	SRR7093827	SRR7093828	SRR7093829	SRR7093830	SRR7093832	SRR7093833	SRR7093834	SRR7093835	SRR7093836	SRR7093838	SRR7093839	SRR7093840	SRR7093842	SRR7093843	SRR7093845	SRR7093846	SRR7093847	SRR7093848	SRR7093850	SRR7093852	SRR7093854	SRR7093855	SRR7093856	SRR7093857	SRR7093858	SRR7093859	SRR7093860	SRR7093861	SRR7093862	SRR7093863	SRR7093864	SRR7093865	SRR7093866	SRR7093867	SRR7093869	SRR7093870	SRR7093871	SRR7093872	SRR7093873	SRR7093874	SRR7093875	SRR7093876	SRR7093877	SRR7093878	SRR7093879	SRR7093882	SRR7093883	SRR7093884	SRR7093887	SRR7093888	SRR7093889	SRR7093890	SRR7093891	SRR7093892	SRR7093893	SRR7093894	SRR7093895	SRR7093896	SRR7093897	SRR7093898	SRR7093899	SRR7093900	SRR7093901	SRR7093902	SRR7093903	SRR7093904	SRR7093905	SRR7093906	SRR7093907	SRR7093908	SRR7093909	SRR7093910	SRR7093911	SRR7093912	SRR7093913	SRR7093914	SRR7093915	SRR7093916	SRR7093917	SRR7093918	SRR7093919	SRR7093920	SRR7093921	SRR7093922	SRR7093923	SRR7093924	SRR7093925	SRR7093926	SRR7093927	SRR7093929	SRR7093930	SRR7093931	SRR7093932	SRR7093933	SRR7093934	SRR7093937	SRR7093940	SRR7093942	SRR7093943	SRR7093945	SRR7093946	SRR7093947	SRR7093948	SRR7093950
ENSG00000174744.15	67	65	69	58	67	57	52	66	60	54	49	66	54	53	63	65	51	61	65	60	56	60	54	65	61	51	60	65	61	58	58	60	65	65	64	56	68	63	64	45	44	42	53	55	49	44	41	36	47	41	40	66	67	64	61	58	61	58	60	62	72	60	58	66	65	70	67	60	61	59	54	65	62	68	65	64	64	61	64	58	66	61	60	55	65	61	58	57	56	61	60	61	54	55	49	55	54	55	49	52	66	61	62	58	62	59	53	63	53	57	56	65	61	59	63	58
ENSG00000174748.23	98	98	98	98	98	98	98	98	98	98	99	98	99	98	98	98	98	98	98	98	98	98	98	98	98	99	98	98	98	98	98	98	98	98	98	98	98	98	98	98	98	98	98	99	98	98	98	98	98	98	98	98	98	98	99	98	99	98	98	98	98	98	98	99	98	98	99	99	98	98	98	98	98	98	98	99	99	98	98	98	98	98	98	98	98	99	98	98	98	98	98	98	98	98	98	98	98	98	98	98	98	98	98	98	98	98	98	98	98	99	99	98	98	98	98	98
ENSG00000174775.19	68	53	56	65	74	47	25	50	54	68	36	66	71	39	73	74	41	54	69	63	39	52	69	52	71	37	52	50	50	44	50	56	69	56	76	47	54	64	69	33	22	29	44	59	59	29	30	24	42	26	38	78	82	50	53	53	50	78	56	54	81	55	67	50	70	72	78	68	55	63	61	52	54	62	48	76	85	53	67	59	53	56	56	45	64	45	73	69	71	72	61	70	61	67	42	45	43	43	59	41	57	50	50	46	62	68	49	50	49	54	46	66	55	69	55	50
ENSG00000174791.12	66	62	57	64	66	52	57	63	50	60	62	61	31	50	58	57	43	64	63	58	48	59	55	53	48	40	52	50	54	55	54	65	65	55	60	59	60	66	60	36	17	31	43	47	49	32	31	16	54	23	34	57	45	50	54	44	43	47	66	52	59	51	57	52	45	56	53	41	43	52	55	49	51	56	43	41	58	53	55	59	53	38	45	55	51	43	43	49	50	40	46	55	36	38	28	33	36	29	35	26	54	52	62	50	52	51	36	55	47	50	51	53	52	45	52	36
ENSG00000174840.10	54	51	54	49	51	58	49	52	48	55	46	56	44	50	45	48	52	51	58	51	50	48	44	57	56	45	49	47	57	49	52	51	60	55	60	48	57	50	50	44	53	46	49	47	50	46	52	54	49	51	51	50	48	48	52	48	49	47	54	50	44	39	43	49	52	44	51	48	47	49	42	52	52	55	55	50	49	45	43	48	42	49	51	46	52	47	47	50	42	44	51	49	54	50	58	43	45	48	49	52	58	46	50	48	51	51	59	52	54	54	57	54	54	55	54	55
ENSG00000174842.18	26	16	24	26	27	31	22	25	30	19	24	30	27	24	26	30	34	25	27	34	14	26	22	25	26	23	29	24	29	27	29	25	22	23	33	20	19	16	17	38	44	42	31	47	37	42	46	49	34	49	38	17	23	24	22	18	22	12	16	20	15	23	18	23	28	17	26	26	21	17	17	23	24	23	27	37	30	26	26	28	24	25	23	25	27	25	29	26	28	25	23	23	34	29	31	31	35	29	37	34	22	22	29	22	28	24	26	23	28	27	26	21	22	20	23	26
ENSG00000174886.16	78	75	74	78	72	74	70	75	70	75	73	77	78	74	78	76	78	80	77	72	81	75	73	80	76	80	78	78	75	77	81	79	82	72	73	75	75	80	77	61	42	41	74	78	69	46	52	28	64	41	58	76	79	77	77	82	70	83	81	78	88	84	82	76	76	86	81	78	77	84	81	75	73	77	71	75	81	79	75	73	80	80	75	80	76	82	74	77	79	71	73	78	69	80	66	74	65	70	65	63	79	80	77	76	80	78	82	77	78	84	83	79	77	79	78	68
ENSG00000174903.17	95	93	93	94	95	94	94	95	93	94	93	93	92	93	94	94	92	94	93	92	94	93	94	94	93	92	94	92	94	94	92	94	95	92	94	94	94	95	94	91	83	86	92	93	93	89	89	88	92	83	91	94	94	94	94	93	93	95	93	94	94	94	93	94	93	96	94	94	95	94	94	94	95	94	92	93	93	95	93	93	93	94	93	94	94	94	92	95	94	91	94	95	91	93	92	91	92	93	91	92	94	94	94	93	94	94	91	94	93	94	93	94	94	94	94	94
ENSG00000174917.10	56	60	63	58	59	56	46	58	49	53	53	63	59	50	64	53	56	60	61	55	63	60	56	57	50	63	64	61	60	64	59	57	66	60	57	52	58	68	58	39	30	33	45	58	50	33	36	29	44	30	44	64	66	64	66	67	50	66	72	53	78	67	69	57	59	74	72	58	62	62	65	48	59	63	58	67	66	60	52	49	59	60	61	61	55	68	60	57	60	56	53	64	43	52	46	47	43	45	44	44	57	65	55	59	69	60	57	57	57	59	61	56	49	59	54	46
ENSG00000174928.17	8	6	12	11	11	8	15	7	8	7	10	12	12	10	6	10	16	5	10	9	8	12	7	10	16	10	11	8	12	10	17	11	10	11	13	12	10	7	9	22	14	18	14	16	12	18	17	23	11	22	13	7	18	10	11	12	11	14	9	10	7	12	11	14	15	8	12	9	10	9	6	9	15	10	12	11	16	6	9	12	5	15	5	11	9	11	9	10	11	12	11	6	14	16	18	20	17	23	20	19	5	15	11	11	19	15	22	11	14	17	19	10	11	9	12	13
ENSG00000174939.12	24	19	20	25	21	16	12	27	14	14	21	23	26	25	20	25	22	20	20	18	24	21	22	29	26	24	22	31	24	19	16	19	26	39	16	16	18	26	25	14	7	8	24	13	14	8	19	4	18	7	16	22	26	21	20	20	18	41	33	14	27	24	27	31	20	23	22	26	23	17	29	17	32	19	16	18	33	26	18	22	27	28	28	14	21	33	22	17	19	27	17	25	11	13	23	17	21	22	11	11	26	27	17	27	15	23	30	23	29	23	9	14	17	11	21	20
ENSG00000174996.13	59	60	61	52	57	48	44	62	42	49	46	57	56	53	58	73	58	51	59	46	51	54	47	67	67	52	56	56	45	48	62	51	62	58	61	54	59	65	63	42	35	38	42	39	51	37	35	39	38	31	47	67	65	68	61	66	63	69	73	62	65	60	66	59	66	65	62	59	60	62	62	66	65	66	63	56	60	63	61	58	56	59	69	53	71	63	48	63	54	56	63	63	42	55	53	58	50	62	51	53	61	62	59	58	68	63	69	59	70	65	54	71	68	69	69	64
ENSG00000175029.18	85	81	78	78	80	80	79	82	77	79	80	79	74	81	79	78	76	82	81	82	80	81	81	74	77	79	81	78	77	81	74	80	82	77	78	79	79	78	79	76	75	75	75	77	74	78	76	74	77	74	80	81	76	81	78	86	74	74	77	81	79	76	78	75	76	80	83	79	81	78	79	78	81	81	75	76	77	82	76	81	78	78	79	79	77	77	78	76	74	77	76	75	70	75	72	74	75	70	70	71	86	80	81	81	79	82	84	76	75	74	83	87	85	85	85	83
ENSG00000175061.21	96	94	95	96	95	96	95	96	95	95	97	96	97	96	95	96	96	95	95	96	96	95	95	95	95	97	96	95	95	96	95	95	94	95	95	95	95	95	95	97	97	97	97	98	96	97	97	97	97	97	97	94	93	95	95	95	95	94	95	94	95	95	95	95	95	96	96	95	95	96	96	95	95	95	94	96	95	96	96	96	95	95	94	96	95	97	95	95	96	94	95	95	97	97	96	98	97	97	97	96	96	95	95	96	94	95	95	95	95	97	97	95	95	95	94	95
ENSG00000175063.18	74	85	71	76	69	84	71	84	76	75	39	74	24	40	77	80	34	83	82	85	35	87	75	71	86	30	73	79	85	75	59	80	68	56	82	78	81	69	82	14	32	22	24	31	24	35	28	22	42	12	33	78	73	80	81	71	71	34	63	66	80	61	80	85	84	87	73	71	73	70	75	79	57	83	78	76	82	52	82	80	84	74	63	53	85	42	77	65	42	72	75	74	52	43	20	20	24	3	27	17	83	56	68	64	36	77	21	74	53	41	37	76	71	66	74	61
ENSG00000175073.8	53	50	56	53	51	57	50	44	47	42	56	56	56	54	55	54	53	49	50	55	52	50	49	51	49	53	56	46	52	57	52	53	52	57	55	51	55	51	45	66	70	68	65	48	58	72	67	74	63	67	68	46	52	49	49	42	49	49	45	47	37	53	51	46	48	41	41	49	55	54	49	47	52	48	59	59	52	48	53	56	45	57	52	63	53	50	61	62	55	57	53	58	60	59	68	67	69	66	71	68	48	51	49	51	58	48	56	52	59	57	48	49	52	47	47	56
ENSG00000175130.8	67	69	64	72	74	60	47	69	69	65	53	73	80	62	70	72	65	61	41	57	61	67	57	70	69	68	55	76	54	85	47	51	70	59	60	40	52	66	65	46	36	39	36	51	39	36	37	23	38	34	49	70	70	91	77	66	81	66	50	35	79	63	47	47	55	71	63	77	57	50	64	49	67	58	57	78	77	75	50	61	76	59	55	37	69	75	67	71	52	65	61	67	48	48	36	28	45	49	36	39	64	46	44	41	19	45	40	70	46	32	39	51	58	52	57	63
ENSG00000175137.12	78	84	93	87	85	83	80	85	83	81	81	90	80	84	88	90	79	86	87	85	83	89	86	87	86	81	88	91	89	86	86	86	93	94	86	84	85	92	84	72	63	71	74	75	74	71	75	75	79	66	80	82	90	83	84	78	85	87	87	82	89	86	86	84	86	87	82	83	85	91	87	80	84	84	84	89	92	87	85	87	85	84	88	85	85	82	85	86	84	86	84	85	78	78	77	79	78	83	81	77	86	82	84	83	84	77	80	87	82	80	70	74	80	79	77	78
ENSG00000175155.11	18	20	21	40	40	36	56	29	44	34	47	25	42	50	22	26	40	26	31	27	44	22	47	22	20	42	29	25	25	35	23	27	32	43	19	34	20	48	20	58	58	59	56	44	56	54	52	53	43	59	61	18	20	31	30	48	27	49	16	26	19	31	23	24	20	21	21	34	30	36	34	21	30	25	22	25	27	24	24	26	26	27	29	39	32	38	39	36	38	35	29	38	37	39	55	46	54	60	48	58	17	31	34	30	33	21	49	23	34	31	38	24	27	25	19	34
ENSG00000175166.18	98	98	98	98	98	98	98	98	98	98	95	98	94	96	98	98	95	98	98	98	95	98	98	98	98	95	98	98	99	98	97	98	99	98	99	98	98	98	98	94	95	93	93	94	93	94	94	97	96	94	96	98	98	98	98	95	98	96	97	97	97	97	97	98	98	98	97	97	98	97	97	98	97	98	98	98	98	97	97	98	98	97	97	97	98	96	98	97	95	98	97	97	95	95	95	96	95	94	95	94	97	96	97	96	97	96	93	97	96	97	93	96	96	96	97	96
ENSG00000175182.16	31	28	38	27	30	20	16	22	22	23	32	26	34	29	31	25	27	27	21	19	38	25	26	28	26	31	28	26	26	31	27	39	43	32	43	32	38	41	33	34	19	26	22	22	32	30	26	27	29	21	32	35	31	32	34	25	25	39	22	37	39	30	33	26	25	26	34	38	30	36	33	24	29	23	24	22	26	35	26	31	24	36	28	30	22	31	18	35	36	20	26	29	22	33	33	38	23	35	37	31	23	31	32	27	34	25	39	26	30	35	30	26	27	33	37	31
ENSG00000175183.11	66	64	62	59	61	51	56	52	60	49	65	57	89	80	65	78	74	37	48	64	72	66	58	56	68	85	73	70	41	80	57	44	40	48	46	56	50	53	56	76	72	62	60	66	73	68	68	58	44	70	60	62	68	59	59	88	76	82	61	61	76	73	75	74	79	53	55	75	52	77	80	68	61	69	77	84	90	83	80	63	84	56	74	62	78	71	71	54	78	66	81	62	68	66	85	83	86	91	89	87	71	69	81	86	70	64	89	75	80	60	49	64	64	55	74	80
ENSG00000175197.13	33	29	31	31	27	34	37	32	38	32	42	23	52	38	29	29	40	37	35	35	45	30	47	28	38	53	30	38	32	32	33	32	32	45	32	28	29	37	24	65	69	62	53	80	50	58	65	54	63	75	65	32	33	38	40	50	34	44	36	52	56	46	53	52	41	30	47	35	44	44	42	39	33	46	35	37	47	45	47	45	46	41	34	39	40	46	43	38	30	42	41	40	48	47	50	67	50	45	39	51	38	36	31	43	50	31	67	29	34	50	60	33	30	39	31	48
ENSG00000175216.16	95	96	94	94	93	96	95	96	96	95	93	95	90	91	95	95	88	95	95	95	93	97	94	94	96	92	94	95	96	95	93	96	92	90	96	96	96	92	96	87	88	91	88	87	91	90	92	90	90	92	91	95	94	96	96	93	96	92	91	94	92	92	95	96	95	95	94	93	94	94	95	95	93	96	94	94	95	93	94	97	95	95	91	94	97	89	95	95	92	94	95	96	91	92	90	88	90	91	92	91	96	94	95	94	90	96	88	95	94	93	92	96	96	95	96	94
ENSG00000175221.17	69	73	60	65	72	59	61	63	65	56	63	62	53	68	58	66	66	63	62	55	62	53	60	62	56	63	54	55	58	57	66	54	70	56	73	62	60	66	63	48	25	26	58	42	59	30	46	18	46	24	43	63	60	61	65	57	47	61	60	56	75	58	51	52	53	67	64	56	54	60	66	58	63	61	61	50	71	64	57	60	57	63	59	54	62	68	48	60	64	57	58	67	39	47	36	46	33	40	34	33	71	57	54	58	62	55	68	58	55	58	61	65	67	64	64	51
ENSG00000175274.20	78	56	45	74	26	55	73	55	65	69	72	23	58	63	60	55	96	49	70	46	78	48	63	77	37	46	51	35	60	41	74	58	55	41	42	54	39	70	50	72	73	74	84	74	89	93	94	41	74	83	72	57	43	38	27	84	19	53	76	22	53	62	56	31	37	53	38	63	57	64	71	43	33	50	44	57	43	38	15	58	34	33	31	67	24	42	48	39	61	42	57	68	82	93	94	72	75	83	72	87	68	39	45	71	50	67	96	59	50	84	87	73	67	76	55	65
ENSG00000175279.22	27	31	29	28	29	35	22	30	33	28	23	27	26	24	30	25	21	34	32	27	22	29	29	34	32	24	28	25	33	27	29	27	27	28	34	30	32	35	34	23	28	24	28	28	28	28	23	30	25	29	32	34	28	26	34	25	34	25	28	26	30	27	27	36	28	37	30	27	24	34	29	29	28	35	34	20	30	22	32	27	30	28	26	30	34	32	25	28	21	26	30	29	30	27	28	20	22	30	28	29	30	25	26	31	27	29	22	28	35	24	24	25	30	30	27	28
ENSG00000175305.19	39	33	44	22	38	27	27	34	27	36	23	37	9	12	28	46	16	26	44	31	7	35	31	33	42	19	29	39	44	27	43	41	26	58	34	37	33	28	39	16	20	20	15	13	9	27	20	24	34	13	20	32	39	33	39	23	41	12	49	31	35	42	34	36	40	28	44	41	44	31	29	51	22	33	37	47	38	25	43	34	33	31	28	16	40	18	42	41	11	43	42	29	40	20	14	14	14	2	15	22	29	33	31	21	20	37	10	36	30	20	24	30	32	29	28	28
ENSG00000175309.17	45	34	35	51	47	48	51	36	48	49	66	42	59	51	42	37	57	47	41	43	60	43	56	37	42	60	41	39	38	43	46	41	48	37	39	44	46	52	42	63	57	58	67	62	69	55	60	51	59	62	52	52	43	36	36	66	39	58	50	49	36	43	40	44	36	48	44	41	41	50	50	36	42	46	34	38	40	44	40	46	43	45	49	51	39	52	40	47	57	37	49	49	57	61	58	62	60	62	55	60	41	53	53	56	51	43	60	46	60	48	52	45	43	45	46	40
ENSG00000175322.12	20	17	18	14	17	19	7	21	27	21	17	20	10	17	20	17	11	17	16	18	15	19	18	15	20	22	17	20	22	19	17	19	18	13	15	16	16	15	18	13	10	16	12	13	14	12	17	20	13	24	11	18	18	20	21	17	23	13	14	13	14	20	11	18	22	14	14	23	17	17	18	17	9	17	21	13	20	22	21	21	14	20	11	7	20	17	24	19	10	20	20	19	13	13	7	14	12	14	12	17	15	16	16	16	9	16	10	16	11	8	11	21	16	9	17	16
ENSG00000175334.9	87	83	83	81	86	84	82	86	79	82	78	82	75	79	84	82	78	87	86	84	81	86	83	85	85	80	86	81	84	85	81	86	82	80	83	84	85	86	87	77	74	73	80	85	78	79	79	79	83	71	80	88	83	84	85	89	84	84	87	90	88	86	84	86	85	90	87	87	82	83	83	85	83	88	80	83	85	86	83	85	84	85	81	80	83	87	81	83	84	79	79	82	78	83	79	82	75	79	81	81	90	86	86	84	81	86	78	86	85	86	87	89	87	86	88	88
ENSG00000175348.12	56	55	65	65	70	64	63	59	64	59	66	61	67	64	63	60	67	56	61	62	64	58	62	68	59	67	69	57	63	68	70	63	67	71	66	66	62	62	62	72	78	77	74	75	71	77	77	83	72	77	80	58	66	60	60	49	62	66	66	68	54	71	66	64	73	62	65	64	69	69	63	68	72	63	70	72	69	65	60	59	64	69	64	70	65	71	69	74	72	67	67	68	77	78	80	79	83	85	84	83	57	71	63	66	75	67	64	68	76	80	71	59	65	63	62	69
ENSG00000175352.12	35	61	70	51	52	52	58	62	49	58	35	51	40	38	48	52	29	51	48	46	35	50	45	53	62	31	60	52	62	47	37	53	60	57	67	43	55	47	49	32	39	32	27	22	30	38	40	54	32	44	29	67	55	57	57	34	63	41	51	49	41	57	51	46	48	52	37	47	54	40	34	47	52	48	46	51	44	41	39	51	36	41	40	47	44	31	45	50	46	39	40	53	36	33	39	38	39	29	43	41	52	42	44	33	42	53	37	56	43	33	25	34	38	33	35	34
ENSG00000175390.16	93	88	83	87	88	88	89	86	83	84	91	87	90	89	88	88	89	86	87	88	91	86	88	90	86	93	87	88	87	90	87	90	88	83	86	87	88	89	88	90	92	92	92	95	93	92	91	91	92	92	89	90	87	89	90	90	86	90	85	91	90	90	90	86	86	88	88	89	86	89	89	87	86	86	85	89	92	91	86	88	85	90	85	91	86	91	89	86	92	86	85	88	88	90	89	92	87	90	88	91	90	90	89	89	88	90	90	89	87	93	94	92	91	90	91	92
ENSG00000175395.17	35	34	38	45	38	41	46	34	45	40	48	35	53	48	39	40	51	30	42	36	43	37	39	38	35	51	43	33	33	43	47	37	36	39	40	41	36	35	32	60	68	60	55	48	48	62	63	69	53	72	66	36	44	37	33	51	42	48	37	46	35	41	46	43	46	31	45	39	44	44	39	39	48	37	50	53	46	43	39	37	40	42	50	45	41	47	45	46	46	54	51	49	53	48	62	62	65	60	63	59	38	44	48	48	58	45	69	43	49	50	56	45	43	44	38	57
ENSG00000175467.16	80	72	71	77	78	77	78	79	74	78	70	75	68	77	76	75	69	80	76	76	78	73	74	71	74	70	71	78	73	72	70	74	75	71	75	74	75	78	75	62	48	49	68	70	66	52	56	45	66	47	51	75	73	73	73	76	64	72	73	71	79	70	71	71	74	74	72	76	72	67	68	70	71	73	71	71	77	76	73	73	78	70	68	69	73	73	68	69	75	70	67	70	62	67	57	63	57	69	60	60	79	71	75	76	68	71	66	71	67	67	67	77	74	71	74	70
ENSG00000175550.8	90	92	93	92	93	92	90	95	91	92	86	93	83	87	93	92	83	94	94	91	88	92	91	93	92	85	93	90	93	91	90	93	95	93	94	91	91	94	93	80	57	61	77	87	81	70	71	66	88	51	79	92	92	91	91	89	86	87	92	93	92	92	92	92	89	94	92	92	92	92	90	89	91	93	90	92	92	89	91	90	91	89	89	92	90	91	91	91	88	90	86	92	82	89	77	82	78	72	76	79	92	90	90	89	92	91	82	91	86	93	87	89	91	91	90	85
ENSG00000175592.10	80	89	88	83	83	87	84	88	83	89	67	82	56	74	84	89	67	90	92	88	70	89	84	91	89	60	86	86	89	82	83	87	90	90	88	84	88	88	90	51	48	51	49	47	49	60	44	64	64	39	68	88	79	78	78	74	76	63	75	84	75	67	81	82	77	86	77	74	81	81	76	84	78	84	73	71	72	67	83	80	76	83	75	81	85	61	75	77	61	76	76	81	84	83	57	68	62	55	70	64	88	72	80	74	80	86	53	81	72	78	54	85	86	83	82	80
ENSG00000175602.4	70	67	48	54	61	40	24	47	32	32	46	51	50	78	73	61	65	74	57	58	60	52	75	57	56	56	52	55	56	63	53	76	82	63	64	81	83	87	80	16	8	9	32	40	29	9	14	5	21	9	13	69	61	66	72	36	26	54	46	46	83	66	61	42	42	68	69	47	52	63	71	49	62	47	52	53	75	56	51	41	62	60	47	60	55	66	58	64	62	50	52	60	17	29	20	24	21	23	21	18	44	53	51	45	49	47	44	61	59	51	53	48	48	50	42	23
ENSG00000175634.16	64	60	57	54	59	57	51	61	51	57	52	63	56	53	64	61	58	65	62	57	58	59	59	68	57	55	58	64	63	58	62	58	70	58	60	61	60	72	60	52	49	49	54	56	53	53	58	51	59	38	60	62	64	59	66	67	66	63	66	60	70	61	64	63	60	64	63	62	63	63	62	66	67	60	57	60	65	66	55	62	66	57	65	57	57	65	56	59	59	58	63	60	51	65	57	57	63	56	54	57	60	53	54	52	62	54	67	57	56	66	52	65	58	56	61	56
ENSG00000175643.10	32	18	19	23	29	37	29	27	24	29	26	28	12	11	31	27	12	31	24	37	19	28	24	19	33	12	32	22	43	29	34	38	22	23	31	27	24	24	31	21	22	25	18	17	22	33	18	21	35	19	21	26	28	25	25	13	31	13	16	23	27	26	35	23	23	21	23	29	37	29	32	33	20	37	35	34	31	26	24	29	28	35	18	16	29	19	23	25	17	25	32	26	29	20	19	9	16	12	20	15	22	15	24	10	12	31	11	27	16	13	17	22	21	17	19	25
ENSG00000175697.12	6	12	10	9	9	8	7	5	4	7	5	13	8	12	10	10	5	10	6	11	5	7	9	15	17	7	10	10	4	13	12	7	5	9	8	9	2	5	8	3	6	6	5	5	2	6	3	9	4	5	9	15	14	13	12	15	12	12	13	18	16	13	10	3	8	12	10	11	12	5	5	10	9	12	15	14	7	11	10	7	11	4	10	3	4	2	11	7	6	13	6	10	6	3	3	3	2	4	11	4	13	3	8	1	3	8	7	8	8	10	3	7	2	13	5	7
ENSG00000175701.11	34	30	37	35	37	35	20	41	26	21	22	38	30	31	38	37	32	45	40	33	21	35	36	39	44	33	34	36	31	34	37	39	35	38	40	38	39	46	41	13	11	5	21	23	26	7	6	5	14	4	7	39	23	34	42	34	25	42	36	0	49	34	36	33	36	51	45	27	33	36	37	29	40	33	29	28	53	33	29	33	32	28	43	27	35	36	29	33	34	33	29	33	22	33	15	19	12	19	18	14	42	37	33	34	45	35	40	38	28	39	37	35	41	37	24	19
ENSG00000175727.16	76	71	77	71	74	67	67	76	71	70	73	71	81	71	69	72	80	62	75	61	67	72	70	76	67	73	68	76	70	65	76	73	79	81	81	63	70	78	70	67	59	62	72	58	68	60	69	67	67	68	67	70	70	67	69	86	73	74	79	72	65	61	66	65	82	65	60	68	69	64	63	69	66	69	67	61	65	78	66	74	75	67	80	71	68	68	70	68	77	70	68	72	68	70	67	72	65	66	66	68	71	67	71	71	72	72	82	72	75	62	72	68	70	74	71	74
ENSG00000175756.15	71	71	66	59	71	62	49	68	53	53	53	69	60	63	69	68	62	75	69	61	59	66	63	71	73	62	67	69	70	66	67	72	79	70	73	74	74	77	75	47	34	36	54	62	48	37	41	32	49	33	49	75	71	69	74	65	59	68	73	70	82	72	70	70	73	79	75	70	66	69	68	72	67	73	62	66	73	68	66	71	70	70	67	65	70	71	63	64	64	60	64	69	53	62	50	54	52	52	49	47	73	67	67	66	68	70	64	69	64	70	60	70	69	69	70	62
ENSG00000175768.14	62	66	75	74	71	71	68	73	71	72	60	78	66	58	72	69	69	69	70	70	61	72	66	73	74	64	74	73	76	69	74	70	72	73	71	67	70	64	66	59	67	64	57	72	58	65	67	73	65	61	71	66	75	71	71	72	75	64	74	73	72	75	75	80	79	78	75	74	75	68	70	75	73	75	74	78	73	66	73	70	68	68	67	70	72	73	72	71	67	70	68	71	66	68	64	70	70	65	67	66	71	73	72	72	73	75	63	75	70	81	74	73	67	76	69	70
ENSG00000175792.13	77	71	67	72	67	74	68	74	68	72	61	70	62	63	70	69	61	72	73	76	59	73	66	73	77	60	71	73	73	70	63	73	72	69	76	70	70	68	73	57	62	56	60	65	55	63	66	65	59	62	58	77	64	68	68	70	66	63	61	73	66	57	63	71	63	70	70	68	61	65	64	68	71	73	57	64	65	68	64	69	65	69	59	66	69	65	63	61	62	58	62	66	64	68	65	61	66	65	63	62	76	67	73	68	67	72	48	71	69	66	66	72	71	73	77	73
ENSG00000175826.13	83	82	81	83	83	82	84	84	85	84	83	80	80	81	84	79	79	82	82	85	83	82	82	81	81	82	83	82	81	82	82	81	81	80	82	79	81	83	80	86	88	89	86	91	89	89	87	88	90	89	85	82	82	82	82	79	78	81	80	84	82	84	80	78	74	85	84	83	81	82	80	82	81	80	81	84	82	84	81	81	79	82	79	81	79	82	85	81	84	77	81	82	81	86	82	82	83	86	83	84	81	79	81	83	81	79	79	81	79	80	81	81	81	80	82	85
ENSG00000175832.14	19	18	20	13	14	19	15	21	14	17	6	18	6	5	18	23	10	21	21	13	6	16	14	15	18	3	12	16	14	18	20	7	21	17	18	14	14	16	18	5	9	7	6	7	4	11	3	8	14	6	13	13	14	16	16	19	18	6	20	8	13	9	13	14	20	16	11	15	6	12	12	16	4	15	15	13	13	5	14	19	17	12	7	13	16	3	11	12	3	13	8	9	13	6	8	6	6	12	6	6	14	12	11	9	9	16	2	13	7	17	7	14	17	16	18	16
ENSG00000175970.13	77	73	70	72	69	70	68	69	66	68	80	70	77	75	66	71	74	66	72	68	78	69	69	71	67	76	72	66	62	72	73	75	70	72	71	74	67	76	70	79	80	84	82	80	81	82	82	81	80	83	79	71	72	72	71	75	76	78	76	75	70	73	73	73	73	69	78	77	76	78	75	77	77	71	66	74	70	76	73	77	73	71	75	78	73	78	70	73	75	70	79	74	79	77	80	78	77	82	81	81	69	79	73	77	78	73	79	73	77	75	80	75	73	74	75	75
ENSG00000176014.14	98	98	98	98	98	98	97	98	98	98	96	98	96	97	98	98	97	98	98	98	97	98	98	98	99	97	98	98	98	98	98	98	98	98	98	98	98	98	98	93	89	89	93	94	93	92	92	93	95	87	90	98	98	98	98	98	98	97	98	98	98	98	98	98	98	98	98	98	98	98	97	98	98	98	98	98	98	97	97	98	98	98	98	97	98	97	98	97	97	98	97	98	96	97	95	96	95	94	95	95	98	97	98	97	97	98	97	98	97	98	97	98	98	98	98	96
ENSG00000176022.7	44	51	51	45	44	40	37	42	39	42	44	47	43	45	47	46	51	49	51	41	41	48	47	50	44	47	45	45	43	45	54	50	57	56	50	49	47	56	55	46	40	41	44	54	45	46	43	42	39	39	50	49	55	48	49	52	48	56	54	47	55	52	54	49	51	53	53	49	54	54	51	54	48	52	50	52	52	50	51	45	53	43	45	45	47	54	46	52	45	45	52	50	43	52	47	55	45	47	48	51	48	51	47	49	56	51	54	50	45	57	51	48	49	46	46	54
ENSG00000176024.19	17	17	19	15	15	17	17	16	17	14	18	16	23	24	15	16	18	15	17	16	18	16	13	17	18	20	17	24	17	14	16	16	15	18	17	18	15	17	17	24	30	30	19	23	21	28	30	30	19	36	20	17	18	20	19	20	21	19	23	21	19	16	19	17	18	16	21	18	14	18	15	17	20	18	26	19	18	17	21	19	15	22	17	19	18	16	19	17	20	16	16	16	19	23	28	28	21	25	25	23	17	18	19	17	20	17	24	18	21	17	17	19	18	16	19	22
ENSG00000176055.10	20	17	21	19	22	22	17	19	19	20	24	22	21	16	21	23	20	18	19	20	20	19	16	19	20	20	22	18	21	19	25	20	22	21	22	22	18	19	19	32	39	37	29	25	23	37	33	38	28	40	40	17	17	20	20	19	19	19	17	21	15	21	19	21	23	14	23	22	20	19	17	22	23	19	29	25	23	16	25	23	18	21	16	19	24	26	27	23	20	29	20	25	23	20	32	27	29	28	29	26	17	22	19	18	27	19	23	18	19	30	23	22	22	20	19	27
